,pokedex_number,generation,name,description,sound_name,image_name
861,862,8,Obstagoon,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,obstagoon,obstagoon
862,863,8,Perrserker,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,perrserker,perrserker
863,864,8,Cursola,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,cursola,cursola
864,865,8,Sirfetch'd,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",sirfetchd,sirfetchd
865,866,8,Mr. Rime,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,mrrime,mrrime
866,867,8,Runerigus,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",runerigus,runerigus
867,868,8,Milcery,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,milcery,milcery
868,869,8,Alcremie,"When it trusts a Trainer, it will treat them to berries it's decorated with cream.",alcremie,alcremie
869,870,8,Falinks,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",falinks,falinks
870,871,8,Pincurchin,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",pincurchin,pincurchin
871,872,8,Snom,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",snom,snom
872,873,8,Frosmoth,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,frosmoth,frosmoth
873,874,8,Stonjourner,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",stonjourner,stonjourner
874,875,8,Eiscue,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,eiscue,eiscue
875,876,8,Indeedee,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",indeedee,indeedee
876,877,8,Morpeko,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",morpeko,morpeko
877,878,8,Cufant,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",cufant,cufant
878,879,8,Copperajah,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,copperajah,copperajah
879,880,8,Dracozolt,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",dracozolt,dracozolt
880,881,8,Arctozolt,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,arctozolt,arctozolt
881,882,8,Dracovish,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,dracovish,dracovish
882,883,8,Arctovish,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",arctovish,arctovish
883,884,8,Duraludon,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",duraludon,duraludon
884,885,8,Dreepy,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",dreepy,dreepy
885,886,8,Drakloak,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,drakloak,drakloak
886,887,8,Dragapult,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",dragapult,dragapult
887,888,8,Zacian,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",zacian,zacian
888,889,8,Zamazenta,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",zamazenta,zamazenta
889,890,8,Eternatus,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,eternatus,eternatus
